"subject","sex","age","condition","rating","cond_order","cell","adjusted","few_many","frequency","duration"
10,"male",18,"Baseline",1,7,"B","no","Baseline","36","800"
11,"male",19,"Baseline",2,7,"B","no","Baseline","36","800"
12,"female",21,"Baseline",0,4,"B","no","Baseline","36","800"
13,"female",20,"Baseline",6,2,"B","no","Baseline","36","800"
14,"male",19,"Baseline",-5,5,"B","no","Baseline","36","800"
15,"female",19,"Baseline",3,12,"B","no","Baseline","36","800"
16,"female",19,"Baseline",-5,6,"B","no","Baseline","36","800"
17,"female",19,"Baseline",10,13,"B","no","Baseline","36","800"
18,"male",19,"Baseline",5,12,"B","no","Baseline","36","800"
19,"female",19,"Baseline",7,3,"B","no","Baseline","36","800"
21,"female",18,"Baseline",0,2,"B","no","Baseline","36","800"
22,"male",21,"Baseline",5,4,"B","no","Baseline","36","800"
24,"male",20,"Baseline",-3,13,"B","no","Baseline","36","800"
25,"female",19,"Baseline",3,10,"B","no","Baseline","36","800"
27,"female",22,"Baseline",0,13,"B","no","Baseline","36","800"
28,"female",19,"Baseline",3,8,"B","no","Baseline","36","800"
29,"female",21,"Baseline",5,4,"B","no","Baseline","36","800"
30,"female",24,"Baseline",3,2,"B","no","Baseline","36","800"
31,"female",21,"Baseline",5,6,"B","no","Baseline","36","800"
32,"female",22,"Baseline",4,7,"B","no","Baseline","36","800"
33,"female",18,"Baseline",2,11,"B","no","Baseline","36","800"
34,"female",19,"Baseline",4,13,"B","no","Baseline","36","800"
35,"female",18,"Baseline",1,10,"B","no","Baseline","36","800"
36,"female",19,"Baseline",-2,8,"B","no","Baseline","36","800"
37,"female",19,"Baseline",-1,12,"B","no","Baseline","36","800"
38,"female",19,"Baseline",-3,7,"B","no","Baseline","36","800"
39,"male",20,"Baseline",-3,4,"B","no","Baseline","36","800"
40,"female",20,"Baseline",5,2,"B","no","Baseline","36","800"
41,"male",19,"Baseline",3,11,"B","no","Baseline","36","800"
42,"female",20,"Baseline",0,9,"B","no","Baseline","36","800"
44,"female",20,"Baseline",1,11,"B","no","Baseline","36","800"
46,"female",19,"Baseline",6,7,"B","no","Baseline","36","800"
48,"male",18,"Baseline",-1,11,"B","no","Baseline","36","800"
49,"female",18,"Baseline",1,12,"B","no","Baseline","36","800"
50,"female",18,"Baseline",2,7,"B","no","Baseline","36","800"
51,"female",19,"Baseline",-3,5,"B","no","Baseline","36","800"
52,"male",18,"Baseline",3,9,"B","no","Baseline","36","800"
54,"female",18,"Baseline",6,13,"B","no","Baseline","36","800"
55,"male",18,"Baseline",6,2,"B","no","Baseline","36","800"
56,"male",18,"Baseline",2,6,"B","no","Baseline","36","800"
57,"female",18,"Baseline",-2,8,"B","no","Baseline","36","800"
58,"female",19,"Baseline",3,1,"B","no","Baseline","36","800"
59,"female",19,"Baseline",3,9,"B","no","Baseline","36","800"
2,"female",18,"Baseline",3,9,"C","no","Baseline","36","800"
3,"male",18,"Baseline",-1,13,"C","no","Baseline","36","800"
4,"male",18,"Baseline",-2,8,"C","no","Baseline","36","800"
5,"female",18,"Baseline",-2,5,"C","no","Baseline","36","800"
6,"female",20,"Baseline",4,11,"C","no","Baseline","36","800"
7,"male",19,"Baseline",4,12,"C","no","Baseline","36","800"
8,"female",19,"Baseline",6,2,"C","no","Baseline","36","800"
9,"female",19,"Baseline",3,12,"C","no","Baseline","36","800"
10,"male",18,"Baseline",1,7,"C","no","Baseline","36","800"
11,"male",19,"Baseline",2,7,"C","no","Baseline","36","800"
12,"female",21,"Baseline",0,4,"C","no","Baseline","36","800"
13,"female",20,"Baseline",6,2,"C","no","Baseline","36","800"
14,"male",19,"Baseline",-5,5,"C","no","Baseline","36","800"
15,"female",19,"Baseline",3,12,"C","no","Baseline","36","800"
16,"female",19,"Baseline",-5,6,"C","no","Baseline","36","800"
17,"female",19,"Baseline",10,13,"C","no","Baseline","36","800"
18,"male",19,"Baseline",5,12,"C","no","Baseline","36","800"
19,"female",19,"Baseline",7,3,"C","no","Baseline","36","800"
21,"female",18,"Baseline",0,2,"C","no","Baseline","36","800"
22,"male",21,"Baseline",5,4,"C","no","Baseline","36","800"
24,"male",20,"Baseline",-3,13,"C","no","Baseline","36","800"
25,"female",19,"Baseline",3,10,"C","no","Baseline","36","800"
27,"female",22,"Baseline",0,13,"C","no","Baseline","36","800"
28,"female",19,"Baseline",3,8,"C","no","Baseline","36","800"
29,"female",21,"Baseline",5,4,"C","no","Baseline","36","800"
30,"female",24,"Baseline",3,2,"C","no","Baseline","36","800"
31,"female",21,"Baseline",5,6,"C","no","Baseline","36","800"
32,"female",22,"Baseline",4,7,"C","no","Baseline","36","800"
33,"female",18,"Baseline",2,11,"C","no","Baseline","36","800"
34,"female",19,"Baseline",4,13,"C","no","Baseline","36","800"
35,"female",18,"Baseline",1,10,"C","no","Baseline","36","800"
36,"female",19,"Baseline",-2,8,"C","no","Baseline","36","800"
37,"female",19,"Baseline",-1,12,"C","no","Baseline","36","800"
38,"female",19,"Baseline",-3,7,"C","no","Baseline","36","800"
39,"male",20,"Baseline",-3,4,"C","no","Baseline","36","800"
40,"female",20,"Baseline",5,2,"C","no","Baseline","36","800"
41,"male",19,"Baseline",3,11,"C","no","Baseline","36","800"
42,"female",20,"Baseline",0,9,"C","no","Baseline","36","800"
44,"female",20,"Baseline",1,11,"C","no","Baseline","36","800"
46,"female",19,"Baseline",6,7,"C","no","Baseline","36","800"
48,"male",18,"Baseline",-1,11,"C","no","Baseline","36","800"
49,"female",18,"Baseline",1,12,"C","no","Baseline","36","800"
50,"female",18,"Baseline",2,7,"C","no","Baseline","36","800"
51,"female",19,"Baseline",-3,5,"C","no","Baseline","36","800"
52,"male",18,"Baseline",3,9,"C","no","Baseline","36","800"
54,"female",18,"Baseline",6,13,"C","no","Baseline","36","800"
55,"male",18,"Baseline",6,2,"C","no","Baseline","36","800"
56,"male",18,"Baseline",2,6,"C","no","Baseline","36","800"
57,"female",18,"Baseline",-2,8,"C","no","Baseline","36","800"
58,"female",19,"Baseline",3,1,"C","no","Baseline","36","800"
59,"female",19,"Baseline",3,9,"C","no","Baseline","36","800"
